company_name,date,edu_req,hiring,job_name,viewed,wages,work_exp,work_place
广州天力物业发展有限公司贵阳分公司, 2021-12-29,本科,1,工程主管,本职位累积查看：3413 次,6000--8000  月薪,3-5 年,贵州-贵阳市
贵州旋新测绘服务有限公司, 2021-12-29,本科,5,技术员,本职位累积查看：304 次,50000--100000  年薪,不限,贵州-安顺市
贵州谦然汇财税咨询服务有限公司, 2021-12-29,大专,若干,主办会计,本职位累积查看：2187 次,5000--6000  月薪,1年以上,贵州-贵阳市
中国水利水电第九工程局有限公司, 2021-12-29,本科,1,项目总工程师,本职位累积查看：1711 次,面议,不限,贵州-贵阳市-观山湖区
贵州劲嘉新型包装材料有限公司, 2021-12-29,不限,2,维修技师,本职位累积查看：8938 次,2500以上  月薪,2年以上,贵州-贵阳市
阳光财产保险股份有限公司贵阳中心支公司, 2021-12-29,不限,若干,车险客户经理,本职位累积查看：1197 次,4000--8000  月薪,不限,贵州-毕节地区-毕节市
贵州立达工程项目管理有限责任公司, 2021-12-29,不限,1,资料员,本职位累积查看：11918 次,面议,不限,贵州-贵阳市
贵州道畅网络科技有限公司, 2021-12-29,本科,21,ERP实施顾问（财务方向）,本职位累积查看：1915 次,6500--8500  月薪,不限,贵州-贵阳市-南明区
贵州阿乐食品有限公司, 2021-12-29,本科,1,生产经理,本职位累积查看：1546 次,10000--13000  月薪,5-8 年,贵州-黔南布依族苗族自治州-惠水县
广州天力物业发展有限公司贵阳分公司, 2021-12-29,大专,1,秩序主管,本职位累积查看：2558 次,6000--8000  月薪,3-4 年,贵州-贵阳市
贵州好生活智慧物业股份有限公司, 2021-12-29,高中,若干,超市店长,本职位累积查看：1107 次,6000--10000  月薪,3-8 年,贵州-贵阳市-观山湖区
贵州工商职业学院, 2021-12-29,硕士,6,辅导员,本职位累积查看：9238 次,4000--6000  月薪,不限,贵州-贵阳市-清镇市
华润置地（贵阳）有限公司, 2021-12-29,高中,2,维修技工（央企直聘）,本职位累积查看：134 次,4000--6000  月薪,2年以上,贵州-贵阳市
贵州协力启航科技有限公司, 2021-12-29,不限,5,CNC工程师,本职位累积查看：1354 次,5000--8000  月薪,5-10 年,贵州-安顺市-平坝县
贵州省顺天电梯工程有限公司, 2021-12-29,不限,5,维保技术员、维保技工（贵阳市贵安新区）,本职位累积查看：1115 次,4000--7000  月薪,1-5 年,贵州-贵阳市
贵州天忆实业有限公司, 2021-12-29,高中,若干,殡仪馆火化员,本职位累积查看：619 次,3000--8000  月薪,3年以上,贵州-安顺市-平坝县
多彩贵州航空有限公司, 2021-12-29,本科,1,软件开发工程师（前端方向）,本职位累积查看：311 次,2000以上  月薪,不限,贵州-贵阳市-南明区
贵州菁瑞健身管理有限公司, 2021-12-29,初中,若干,高薪+身材+工作自由选择健身教练,本职位累积查看：503 次,8000--16000  月薪,不限,贵州-黔东南苗族侗族自治州-凯里市
百胜餐饮（成都）有限公司贵州分公司, 2021-12-29,大专,若干,肯德基餐厅储备经理/管培生/储备干部-威宁,本职位累积查看：1172 次,3600--4000  月薪,不限,贵州-毕节地区-威宁彝族回族苗族自治县
贵州随园食品有限公司, 2021-12-29,大专,5,销售主管,本职位累积查看：1351 次,10000--15000  月薪,1-3 年,贵州-贵阳市
贵州中投腾达置业有限公司, 2021-12-29,不限,若干,中西餐、宴会服务员（骏德）,本职位累积查看：1586 次,3000--3500  月薪,不限,贵州-黔南布依族苗族自治州-龙里县
贵州博华兴源节能环保科技有限公司, 2021-12-29,大专,3,水土保持工程师,本职位累积查看：17699 次,8000--10000  月薪,3年以上,贵州-贵阳市
阳光财产保险股份有限公司贵阳中心支公司, 2021-12-29,不限,若干,续期专员,本职位累积查看：1257 次,4000--8000  月薪,不限,贵州-贵阳市-云岩区
贵州极兔供应链管理有限公司, 2021-12-29,大专,1,品牌主管,本职位累积查看：633 次,6000--12000  月薪,1年以上,贵州-黔南布依族苗族自治州
贵州梵水工程建设有限公司, 2021-12-29,本科,2,书画培训院长,本职位累积查看：4296 次,1以下  月薪,5年以上,贵州-贵阳市-云岩区
贵州黎阳国际制造有限公司, 2021-12-29,大专,10,数控操作工,本职位累积查看：1872 次,3500以上  月薪,不限,贵州-安顺市-平坝县
贵州南方卓越投资运营管理（集团）有限公司, 2021-12-29,本科,2,景区规划师,本职位累积查看：882 次,5000--10000  月薪,不限,贵州-贵阳市-观山湖区
贵州菁瑞健身管理有限公司, 2021-12-29,不限,20,退伍军人转健身行业,本职位累积查看：1001 次,8000--12000  月薪,不限,贵州-黔西南布依族苗族自治州-兴义市
贵州省医药（集团）有限责任公司, 2021-12-29,大专,1,分销内勤,本职位累积查看：17310 次,2800--3200  月薪,不限,贵州-贵阳市
平安区域服务四十二课, 2021-12-29,中专,20,保险销售从业人员,本职位累积查看：4880 次,3000以上  月薪,不限,贵州-贵阳市
交通银行股份有限公司太平洋信用卡中心贵阳分中心, 2021-12-29,大专,10,信用卡场景驻点营销客户经理,本职位累积查看：138 次,5000--12000  月薪,不限,贵州-贵阳市
贵州圣济堂医药产业股份有限公司, 2021-12-29,初中,2,复合肥工程师,本职位累积查看：455 次,8000--9500  月薪,3年以上,贵州-遵义市-桐梓县
贵州省人才大市场 贵州省兴黔宏智人才大市场有限公司, 2021-12-29,本科,1,培训项目经理,本职位累积查看：1259 次,6000--8000  月薪,2年以上,贵州-贵阳市
贵州菁瑞健身管理有限公司, 2021-12-29,不限,10,健身会籍及健身教练,本职位累积查看：576 次,8000--16000  月薪,不限,贵州-遵义市
贵州医科大学附属白云医院, 2021-12-29,本科,若干,口腔科医师,本职位累积查看：1401 次,5000--10000  月薪,不限,贵州-贵阳市-白云区
阳光财产保险股份有限公司贵阳中心支公司, 2021-12-29,不限,若干,车险新渠道专员,本职位累积查看：1223 次,4000--8000  月薪,不限,贵州-毕节地区-毕节市
贵州菁瑞健身管理有限公司, 2021-12-29,初中,若干,高薪+身材+工作自由选择健身教练,本职位累积查看：528 次,8000--16000  月薪,不限,贵州-黔西南布依族苗族自治州-兴义市
安禾土地资源开发有限公司, 2021-12-29,大专,10,土地整治、高标规划设计编制人员,本职位累积查看：10021 次,4500--10000  月薪,1-20 年,贵州-贵阳市-观山湖区
交通银行信用卡中心贵阳分中心, 2021-12-29,大专,10,交通银行特招篮球特长信用卡销售经理,本职位累积查看：2640 次,50000--100000  年薪,不限,贵州-贵阳市
贵州益佰制药股份有限公司, 2021-12-29,不限,2,营销中心-学术代表,本职位累积查看：4223 次,2000--5000  月薪,不限,贵州-贵阳市
贵州星华置业有限公司, 2021-12-29,不限,1,土建工程师,本职位累积查看：2254 次,8000--15000  月薪,3年以上,贵州-贵阳市
中国人寿财产保险股份有限公司贵州省分公司, 2021-12-29,本科,1,理算岗（遵义地区）,本职位累积查看：85 次,4000--6000  月薪,1年以上,贵州-遵义市
贵州文兴投资控股有限公司, 2021-12-29,不限,1,平面设计,本职位累积查看：894 次,4000--8000  月薪,5年以上,贵州-贵阳市-观山湖区
中国人寿遵义路支公司, 2021-12-29,本科,1,综合金融主管,本职位累积查看：2486 次,8000--30000  月薪,1-3 年,贵州-贵阳市-南明区
贵州楚盛专汽汽车销售有限公司, 2021-12-29,不限,若干,销售主管,本职位累积查看：288 次,5000--10000  月薪,不限,贵州-贵阳市-清镇市
贵州龙享建设有限公司, 2021-12-29,大专,1,项目劳资管理员,本职位累积查看：1709 次,5000--7000  月薪,2-5 年,贵州-毕节地区
贵州骁腾集团股份有限公司, 2021-12-29,大专,若干,美工,本职位累积查看：11628 次,200000--600000  年薪,5年以下,贵州-贵阳市-观山湖区
中国水利水电第九工程局有限公司, 2021-12-29,本科,1,项目质量部科员,本职位累积查看：2140 次,面议,不限,贵州-贵阳市-观山湖区
贵州国信中审会计师事务所（普通合伙）, 2021-12-29,本科,1,行政管理人员,本职位累积查看：3052 次,3000--6000  月薪,不限,贵州-贵阳市-观山湖区
贵州河邦科技有限公司, 2021-12-29,大专,3,销售代表,本职位累积查看：1238 次,5000--8000  月薪,2年以上,贵州-贵阳市-观山湖区
贵州圣济堂医药产业股份有限公司, 2021-12-29,中专,若干,门店店员,本职位累积查看：4073 次,2500--3500  月薪,1年以上,贵州-贵阳市-观山湖区
广州天力物业发展有限公司贵阳分公司, 2021-12-29,本科,若干,客户服务[只招应届毕业生],本职位累积查看：728 次,8000--10000  月薪,不限,云南-丽江市
中企动力科技股份有限公司贵阳分公司, 2021-12-29,不限,6,销售管培生,本职位累积查看：2375 次,5000--8000  月薪,不限,贵州-贵阳市
贵州医科大学附属白云医院, 2021-12-29,本科,若干,眼科医师,本职位累积查看：1400 次,5000--10000  月薪,不限,贵州-贵阳市-白云区
广东海大集团都匀市益豚生态农业有限公司, 2021-12-29,大专,1,猪场后勤主管,本职位累积查看：11750 次,4500--6500  月薪,1-3 年,贵州-黔南布依族苗族自治州-都匀市
贵阳云岩向阳金灿食品经营部, 2021-12-29,大专,2,电工,本职位累积查看：3499 次,3100以上  月薪,不限,贵州-贵阳市-云岩区
重庆链家房地产经纪有限公司, 2021-12-29,大专,12,链家房产经纪人[只招应届毕业生],本职位累积查看：571 次,4500--10000  月薪,不限,重庆-渝北区
重庆链家房地产经纪有限公司, 2021-12-29,大专,12,链家房产经纪人[只招应届毕业生],本职位累积查看：560 次,4500--10000  月薪,不限,重庆-沙坪坝区
贵阳兆明羊城西饼食品有限公司, 2021-12-29,大专,若干,储备店长,本职位累积查看：5535 次,5000--12000  月薪,不限,贵州-贵阳市
贵州川恒化工股份有限公司, 2021-12-29,本科,1,人力资源主管/经理,本职位累积查看：4171 次,5500--10000  月薪,5年以上,贵州-黔南布依族苗族自治州-福泉市
贵州菁瑞健身管理有限公司, 2021-12-29,不限,15,急聘健身教练,本职位累积查看：1722 次,6000--12000  月薪,不限,贵州-贵阳市-观山湖区
贵州机电（集团）有限公司, 2021-12-29,本科,2,企业发展干事,本职位累积查看：6070 次,4320--6800  月薪,不限,贵州-贵阳市-花溪区
贵州协力启航科技有限公司, 2021-12-29,初中,4,产品检验员,本职位累积查看：1296 次,3000--4500  月薪,2年以上,贵州-安顺市-平坝县
阳光财产保险股份有限公司贵阳中心支公司, 2021-12-29,不限,若干,车险专员双休不加班,本职位累积查看：1182 次,4000--8000  月薪,不限,贵州-铜仁地区-铜仁市
都匀万达广场商业管理有限公司, 2021-12-29,中技,5,暖通技工,本职位累积查看：7651 次,4000--6000  月薪,不限,贵州-黔南布依族苗族自治州-都匀市
广州天力物业发展有限公司贵阳分公司, 2021-12-29,本科,若干,工程管理[只招应届毕业生],本职位累积查看：728 次,8000--10000  月薪,不限,云南-昆明市
华蓝设计（集团）有限公司贵阳分公司, 2021-12-29,本科,3,建筑工程设计师,本职位累积查看：7895 次,5000以上  月薪,3年以上,贵州-贵阳市-观山湖区
中国水利水电第九工程局有限公司, 2021-12-29,本科,1,项目质量部主任,本职位累积查看：1851 次,面议,不限,贵州-贵阳市-观山湖区
贵州省交通规划勘察设计研究院股份有限公司, 2021-12-29,硕士,4,（2022届校招）桥梁设计[只招应届毕业生],本职位累积查看：132 次,6000--12000  月薪,不限,贵州-贵阳市-观山湖区
贵州省蓝之灵山地特色农业产业开发有限公司, 2021-12-29,中专,若干,养蜂管理员,本职位累积查看：157 次,4300--5000  月薪,不限,贵州-黔东南苗族侗族自治州-麻江县
贵州汉阳房地产开发有限公司, 2021-12-29,大专,若干,资料员,本职位累积查看：361 次,7000--10000  月薪,不限,贵州-毕节地区-赫章县
泰康人寿保险有限责任公司贵州分公司, 2021-12-29,本科,1,数据分析岗,本职位累积查看：7058 次,4500--5500  月薪,1年以上,贵州-贵阳市
西藏童兜天地商业管理有限公司仁怀分公司, 2021-12-29,不限,5,设计主管5名,本职位累积查看：1157 次,面议,不限,贵州-贵阳市
清镇市北大附属实验学校, 2021-12-29,本科,2,小学体育教师,本职位累积查看：8289 次,50000--120000  年薪,不限,贵州-贵阳市
贵州楚盛专汽汽车销售有限公司, 2021-12-29,大专,若干,销售顾问,本职位累积查看：257 次,3000--8000  月薪,2-3 年,贵州-贵阳市-花溪区
贵州民投集团, 2021-12-29,不限,1,副总经理,本职位累积查看：251 次,10000--20000  月薪,不限,贵州-黔东南苗族侗族自治州-三穗县
贵州鑫新实业控股集团有限责任公司, 2021-12-29,不限,1,人力资源总监（储备）,本职位累积查看：1328 次,30000--35000  月薪,不限,贵州-贵阳市
贵州泰邦生物制品有限公司, 2021-12-29,不限,1,法务专员,本职位累积查看：5273 次,70000--90000  年薪,2年以上,贵州-贵阳市-花溪区
贵州省交通规划勘察设计研究院股份有限公司, 2021-12-29,硕士,1,（2022届校招）给排水设计[只招应届毕业生],本职位累积查看：141 次,6000--9000  月薪,不限,贵州-贵阳市-观山湖区
贵州广辉建设（集团）有限公司, 2021-12-29,不限,2,预算员,本职位累积查看：794 次,8000--10000  月薪,不限,贵州-贵安新区
贵州睿豪华展科技有限公司, 2021-12-29,不限,8,片区经理,本职位累积查看：245 次,5000--12000  月薪,2-5 年,贵州-贵阳市-息烽县
贵州睿豪华展科技有限公司, 2021-12-29,中专,若干,开阳电信5G宽带推广员,本职位累积查看：163 次,5000--12000  月薪,1-3 年,贵州-贵阳市-开阳县
贵航青年莲花汽车有限公司, 2021-12-29,本科,2,人事专员,本职位累积查看：1676 次,3000--3500  月薪,不限,贵州-安顺市-西秀区
贵州银雁科技服务有限公司, 2021-12-29,本科,2,银行市场经理助理（J002154）,本职位累积查看：1558 次,4000--6000  月薪,1-2 年,贵州-遵义市
贵州千盛规划设计有限公司, 2021-12-29,本科,若干,国土空间总体规划工程师,本职位累积查看：908 次,4500--10000  月薪,不限,贵州-黔西南布依族苗族自治州-兴义市
贵州民投集团, 2021-12-29,不限,1,笼养鸭厂长,本职位累积查看：255 次,10000--15000  月薪,不限,贵州-贵阳市-清镇市
成都旺旺食品有限公司贵阳分公司, 2021-12-29,不限,5,销售主管（六盘水）,本职位累积查看：1262 次,5000--10000  月薪,不限,贵州-六盘水市-盘州市
贵州顺成劳务管理有限公司, 2021-12-29,高中,100,装配工,本职位累积查看：636 次,3000--5000  月薪,不限,贵州-贵阳市-南明区
贵州兴百里电力设计有限公司, 2021-12-29,本科,若干,配网设计,本职位累积查看：1223 次,5000--10000  月薪,不限,贵州-贵阳市-观山湖区
广州天力物业发展有限公司贵阳分公司, 2021-12-29,本科,若干,品质管理[只招应届毕业生],本职位累积查看：867 次,8000--10000  月薪,不限,贵州-黔东南苗族侗族自治州
贵州睿豪华展科技有限公司, 2021-12-29,中专,若干,开阳电信5G宽带推广员,本职位累积查看：161 次,5000--12000  月薪,1-3 年,贵州-贵阳市-南明区
贵州圣济堂医药产业股份有限公司, 2021-12-29,不限,若干,免疫细胞制备室技术人员,本职位累积查看：1786 次,4000--6000  月薪,3年以上,贵州-贵阳市-观山湖区
贵州昊诚电力实业有限公司（都匀）, 2021-12-29,不限,2,电力工程造价师,本职位累积查看：6427 次,70000--120000  年薪,3-5 年,贵州-黔南布依族苗族自治州-都匀市
广州天力物业发展有限公司贵阳分公司, 2021-12-29,本科,若干,品质管理[只招应届毕业生],本职位累积查看：720 次,8000--10000  月薪,不限,云南-丽江市
贵州顺成劳务管理有限公司, 2021-12-29,初中,50,操作工,本职位累积查看：390 次,3500--5000  月薪,不限,湖南-怀化市
贵州建工集团第一建筑工程有限责任公司, 2021-12-29,大专,若干,财务人员,本职位累积查看：1007 次,3000--6000  月薪,不限,广东-佛山市
贵州鑫新实业控股集团有限责任公司, 2021-12-29,本科,1,计划营运主管,本职位累积查看：892 次,12500--22000  月薪,5年以上,贵州-贵阳市
贵州青柠檬教育科技有限责任公司（直播）, 2021-12-29,不限,若干,文案,本职位累积查看：17 次,面议,不限,贵州-贵阳市
贵州睿豪华展科技有限公司, 2021-12-29,不限,若干,中国电信5G宽带推广员,本职位累积查看：219 次,3500--12000  月薪,不限,贵州-贵阳市-息烽县
贵阳骏丰建设工程有限公司, 2021-12-29,本科,1,综合部主任,本职位累积查看：19815 次,4000以上  月薪,4年以上,贵州-贵阳市
中国电建贵阳院生态与环境工程院, 2021-12-29,本科,1,环境综合管理,本职位累积查看：459 次,3500--7000  月薪,2年以上,贵州-毕节地区-纳雍县
贵州圣济堂医药产业股份有限公司, 2021-12-29,本科,1,财务部部长助理,本职位累积查看：3862 次,6000--8000  月薪,3年以上,贵州-遵义市-桐梓县
贵州劲嘉新型包装材料有限公司, 2021-12-29,大专,1,工艺员,本职位累积查看：7224 次,2800以上  月薪,不限,贵州-贵阳市
七冶建设集团有限责任公司设计研究院, 2021-12-29,大专,若干,工程试验检测,本职位累积查看：34076 次,30000--120000  年薪,不限,贵州-贵阳市
燕京啤酒（贵州）有限公司, 2021-12-29,不限,若干,办事处文员,本职位累积查看：7959 次,2500--4300  月薪,1年,贵州-贵阳市-白云区
中牌工程项目管理有限公司, 2021-12-29,大专,3,水文地质勘察工程师（高级职称）,本职位累积查看：509 次,200000--300000  年薪,10年,贵州-贵阳市-云岩区
泰康人寿保险有限责任公司贵州分公司, 2021-12-29,本科,1,黔东南理赔,本职位累积查看：2216 次,5000--6500  月薪,不限,贵州-黔东南苗族侗族自治州-凯里市
贵州中投腾达置业有限公司, 2021-12-29,不限,若干,点单员（花海）,本职位累积查看：2194 次,3000--5000  月薪,不限,贵州-黔南布依族苗族自治州-龙里县
中国太平洋财产保险股份有限公司贵州分公司, 2021-12-29,本科,1,渠道专员,本职位累积查看：2038 次,7000--15000  月薪,1年以上,贵州-铜仁地区-铜仁市
阳光财产保险股份有限公司贵阳中心支公司, 2021-12-29,不限,若干,车险电话坐席（六险一金+00后集聚地+双休）,本职位累积查看：1381 次,4000--15000  月薪,不限,贵州-铜仁地区-万山特区
贵州广天建设管理咨询有限公司, 2021-12-29,不限,2,水电专监,本职位累积查看：802 次,5000--8000  月薪,3-5 年,贵州-贵阳市-观山湖区
贵州致力穿山机械设备有限责任公司, 2021-12-29,不限,5,销售工程师,本职位累积查看：3503 次,4000以上  月薪,不限,贵州-黔南布依族苗族自治州-惠水县
贵州中伟投资集团有限公司, 2021-12-29,本科,1,管培生,本职位累积查看：571 次,4000--6000  月薪,不限,贵州-铜仁地区-玉屏侗族自治县
中牌工程项目管理有限公司, 2021-12-29,大专,1,岩土监测师（中级职称）,本职位累积查看：496 次,200000--300000  年薪,10年,贵州-贵阳市-云岩区
贵州麒龙房地产开发集团有限公司, 2021-12-29,中专,若干,置业顾问,本职位累积查看：539 次,3000--4500  月薪,3年以上,贵州-贵阳市-观山湖区
百胜餐饮（成都）有限公司贵州分公司, 2021-12-29,大专,若干,肯德基餐厅储备店长-铜仁思南县,本职位累积查看：917 次,3600--4000  月薪,不限,贵州-贵阳市-云岩区
中国平安人寿-何正兰, 2021-12-29,大专,14,售后服务,本职位累积查看：2798 次,6000--12000  月薪,1-3 年,贵州-贵阳市-云岩区
贵州黔兴禹龙工程建设有限公司, 2021-12-29,本科,4,水工设计员,本职位累积查看：6836 次,120000--300000  年薪,不限,贵州-黔西南布依族苗族自治州-兴义市
贵州川恒化工股份有限公司, 2021-12-29,本科,1,电气工程师,本职位累积查看：455 次,300000以下  年薪,3年以上,贵州-黔南布依族苗族自治州-福泉市
贵州溪云数智生物科技有限公司, 2021-12-29,不限,若干,机修工,本职位累积查看：1075 次,5000--7000  月薪,2年以上,贵州-贵阳市-花溪区
贵州睿豪华展科技有限公司, 2021-12-29,不限,5,中国电信开渠经理,本职位累积查看：249 次,3500--10000  月薪,1-3 年,贵州-贵阳市-开阳县
重庆美高科技有限公司观山湖分公司, 2021-12-29,本科,3,安全评价师,本职位累积查看：544 次,3000--12000  月薪,不限,贵州-贵阳市-观山湖区
贵州泓禹顺水利工程有限公司, 2021-12-29,不限,若干,水利造价、概算员,本职位累积查看：3789 次,4000--8000  月薪,不限,贵州-贵阳市-观山湖区
贵州中瑞岳华税务师事务所有限公司, 2021-12-29,大专,4,项目主审,本职位累积查看：12841 次,6000--20000  月薪,3年以上,贵州-贵阳市
贵州菁瑞健身管理有限公司, 2021-12-29,不限,若干,贵州省专业健身教练,本职位累积查看：504 次,6000--10000  月薪,不限,贵州-贵阳市-乌当区
贵州新黔瑞企业管理咨询有限公司, 2021-12-29,不限,3,停车场管理人员,本职位累积查看：771 次,1800--3000  月薪,不限,贵州-贵阳市-南明区
贵州省医药（集团）有限责任公司, 2021-12-29,大专,2,验收员,本职位累积查看：23335 次,3000--3500  月薪,不限,贵州-贵阳市
贵州溪云数智生物科技有限公司, 2021-12-29,不限,若干,铲车司机,本职位累积查看：1123 次,4000--7000  月薪,3年以上,贵州-贵阳市-花溪区
泰康人寿保险有限责任公司贵州分公司, 2021-12-29,本科,2,培训管理,本职位累积查看：1215 次,5000--8000  月薪,2-3 年,贵州-贵阳市
贵州菁瑞健身管理有限公司, 2021-12-29,不限,若干,健身教练学员,本职位累积查看：1401 次,8500--16000  月薪,不限,贵州-贵安新区
泰康人寿-罗靖, 2021-12-29,不限,若干,销售经理,本职位累积查看：571 次,3000--8000  月薪,不限,贵州-贵阳市-南明区
贵州长生药业有限责任公司, 2021-12-29,本科,2,财务主管,本职位累积查看：2306 次,3000--6000  月薪,5年以上,贵州-贵阳市-修文县
中国水利水电第九工程局有限公司, 2021-12-29,本科,若干,现场施工员,本职位累积查看：621 次,面议,2年以上,国外-非洲
贵州菁瑞健身管理有限公司, 2021-12-29,不限,若干,贵州省专业健身教练,本职位累积查看：485 次,6000--10000  月薪,不限,贵州-毕节地区-毕节市
贵州纵横亿联科技有限公司（直播）, 2021-12-29,大专,若干,文案,本职位累积查看：11 次,3000--5000  月薪,不限,贵州-贵阳市
交通银行信用卡中心贵阳分中心, 2021-12-29,大专,5,交通银行分行招聘信用卡经理,本职位累积查看：8745 次,5000--10000  月薪,不限,贵州-贵阳市-云岩区
贵州睿豪华展科技有限公司, 2021-12-29,不限,5,中国电信开渠经理,本职位累积查看：258 次,3500--10000  月薪,1-3 年,贵州-贵阳市-南明区
贵阳云海岩土工程有限公司, 2021-12-29,不限,若干,运营经理（MBA）,本职位累积查看：1414 次,5800--20000  月薪,不限,贵州-贵阳市-云岩区
贵州智诚企业集团投资有限公司, 2021-12-29,大专,1,物业设施设备部副经理,本职位累积查看：3718 次,5000--7500  月薪,5年以上,贵州-贵阳市-云岩区
贵州金诚环保科技有限公司, 2021-12-29,不限,5,污水运营人员,本职位累积查看：7070 次,面议,不限,贵州-贵阳市-观山湖区
贵州聚源项目咨询有限公司, 2021-12-29,大专,5,设计人员,本职位累积查看：12931 次,3000--6000  月薪,1-3 年,贵州-贵阳市-观山湖区
贵州中典置业有限责任公司, 2021-12-29,本科,1,报建专员,本职位累积查看：5478 次,8000以上  月薪,4年以上,贵州-贵阳市
贵州鑫新实业控股集团有限责任公司, 2021-12-29,大专,1,甲酸钙项目经理,本职位累积查看：263 次,150000--180000  年薪,3-5 年,贵州-贵阳市-开阳县
万科物业服务有限公司, 2021-12-29,不限,5,人事行政,本职位累积查看：1215 次,4500--6000  月薪,1年以上,贵州-贵阳市
贵州佰顺利德科技有限公司, 2021-12-29,中技,3,普车车工/学徒/应届生,本职位累积查看：2788 次,6000--12000  月薪,1年以下,贵州-贵阳市
华润水泥（安顺）有限公司, 2021-12-29,不限,110,运维工,本职位累积查看：8878 次,面议,不限,贵州-安顺市
贵州菁瑞健身管理有限公司, 2021-12-29,不限,若干,贵州省专业健身教练,本职位累积查看：504 次,6000--10000  月薪,不限,贵州-贵阳市-观山湖区
贵州升钻源商贸有限责任公司, 2021-12-29,不限,2,仓库搬运发货员,本职位累积查看：2059 次,4000--5000  月薪,1-15 年,贵州-贵阳市-白云区
贵州高峰石油机械股份有限公司, 2021-12-29,不限,1,数控操作工,本职位累积查看：186 次,面议,不限,贵州-贵阳市-观山湖区
贵州睿豪华展科技有限公司, 2021-12-29,不限,若干,中国电信5G宽带推广员,本职位累积查看：266 次,3000--12000  月薪,不限,贵州-贵阳市-修文县
北京兴华会计师事务所（特殊普通合伙）贵州分所, 2021-12-29,不限,1,注册会计师-合伙人（副总经理，负责质量控制）,本职位累积查看：11961 次,350000以上  年薪,不限,贵州-贵阳市-观山湖区
贵州聚源项目咨询有限公司, 2021-12-29,不限,3,水工设计,本职位累积查看：1001 次,5000--20000  月薪,3年以上,贵州-贵阳市-观山湖区
恒艺鼎丰建设集团有限公司, 2021-12-29,本科,若干,合同管、文员、助理,本职位累积查看：292 次,3000--5000  月薪,2年以上,贵州-贵阳市-观山湖区
国中城投第七工程有限公司, 2021-12-29,本科,2,造价员,本职位累积查看：1039 次,40000--80000  年薪,1年以上,贵州-贵阳市-花溪区
贵州中伟资源循环产业发展有限公司, 2021-12-29,不限,若干,公共事务经理,本职位累积查看：1710 次,8000--12000  月薪,不限,贵州-铜仁地区
贵州昊诚电力实业有限公司（都匀）, 2021-12-29,不限,20,高压电工团队,本职位累积查看：5526 次,面议,1-10 年,贵州-黔南布依族苗族自治州-都匀市
贵州中诺教育, 2021-12-29,本科,20,高中各科目教师,本职位累积查看：878 次,面议,不限,北京-密云县
中国人寿保险股份有限公司贵阳市花果园支公司, 2021-12-29,大专,3,实习人事助理,本职位累积查看：1826 次,2200--4500  月薪,不限,贵州-贵阳市-南明区
贵州省开投建设工程有限公司, 2021-12-29,不限,1,装饰装修技术员,本职位累积查看：3210 次,4000以上  月薪,不限,贵州-贵阳市-观山湖区
平安人寿保险股份有限公司贵州分公司兴愉热门部, 2021-12-29,中专,10,销售,本职位累积查看：2057 次,5000--20000  月薪,1-10 年,贵州-贵阳市
利亚集团有限公司, 2021-12-29,大专,1,施工员,本职位累积查看：9420 次,5000--6000  月薪,1-3 年,贵州-毕节地区
贵州明黔恒餐饮管理有限公司, 2021-12-29,大专,1,仓库主管,本职位累积查看：10 次,3000--4000  月薪,不限,贵州-黔东南苗族侗族自治州-岑巩县
国中城投第七工程有限公司, 2021-12-29,大专,5,安全员,本职位累积查看：683 次,3000--8000  月薪,不限,贵州-贵阳市-花溪区
贵州菁瑞健身管理有限公司, 2021-12-29,不限,15,招退伍军人转健身教练,本职位累积查看：2455 次,6000--12000  月薪,不限,贵州-贵阳市-南明区
万科物业服务有限公司, 2021-12-29,不限,若干,安全员,本职位累积查看：937 次,4200--7500  月薪,不限,贵州-贵阳市
贵州菁瑞健身管理有限公司, 2021-12-29,不限,若干,健身教练学员,本职位累积查看：1422 次,8500--16000  月薪,不限,贵州-贵阳市-观山湖区
贵州睿豪华展科技有限公司, 2021-12-29,不限,若干,中国电信5G宽带推广员,本职位累积查看：274 次,3000--12000  月薪,不限,贵州-贵阳市-花溪区
贵州省开投建设工程有限公司, 2021-12-29,不限,2,实习生（技术）,本职位累积查看：717 次,2500  月薪,不限,陕西-西安市
贵州凯瑞机械设备有限公司, 2021-12-29,不限,1,销售内勤,本职位累积查看：2362 次,2500--3500  月薪,2年,贵州-黔东南苗族侗族自治州-台江县
贵阳华劲科技有限公司, 2021-12-29,中技,3,线切割操作,本职位累积查看：8785 次,4500--8500  月薪,2年以上,贵州-贵阳市
贵州格瑞特新材料有限公司, 2021-12-29,大专,2,生产部经理,本职位累积查看：1430 次,6500--7500  月薪,1-3 年,贵州-铜仁地区-铜仁市
中兴通讯股份有限公司贵州分公司, 2021-12-29,本科,5,客户经理,本职位累积查看：13408 次,10000以上  月薪,3年以上,贵州-贵阳市-观山湖区
贵州标准电机有限公司, 2021-12-29,高中,5,QA工程师,本职位累积查看：8078 次,5000--8000  月薪,2年以上,贵州-黔南布依族苗族自治州-独山县
中国水利水电第九工程局有限公司, 2021-12-29,中专,10,工程测量及土建管理,本职位累积查看：3712 次,面议,不限,贵州-贵阳市-观山湖区
燕京啤酒（贵州）有限公司, 2021-12-29,不限,若干,销售主管,本职位累积查看：3204 次,4000--6000  月薪,不限,贵州-贵阳市
