company_name,date,edu_req,hiring,job_name,viewed,wages,work_exp,work_place
七冶建设集团有限责任公司设计研究院, 2021-12-28,不限,2,建筑方案设计,本职位累积查看：12755 次,50000--150000  年薪,3年以上,贵州-贵阳市-白云区
阳光财产保险股份有限公司贵阳中心支公司, 2021-12-28,不限,若干,续保专员,本职位累积查看：1185 次,4000--8000  月薪,不限,贵州-遵义市-汇川区
贵州天行明德咨询服务有限公司, 2021-12-28,本科,1,项目总工（国土实施类项目）,本职位累积查看：183 次,5000--10000  月薪,8年以上,贵州-贵阳市-观山湖区
贵州天行明德咨询服务有限公司, 2021-12-28,本科,1,水利工程负责人（规划设计类）,本职位累积查看：1229 次,120000--200000  年薪,5-8 年,贵州-贵阳市-观山湖区
泰康人寿保险有限责任公司贵州分公司, 2021-12-28,本科,1,黔东南理赔,本职位累积查看：2214 次,5000--6500  月薪,不限,贵州-黔东南苗族侗族自治州-凯里市
贵州德良方药业股份有限公司, 2021-12-28,大专,1,统计员,本职位累积查看：153 次,面议,1年以上,贵州-黔西南布依族苗族自治州
贵州中典置业有限责任公司, 2021-12-28,不限,1,财务主管/经理,本职位累积查看：7187 次,面议,不限,贵州-黔南布依族苗族自治州-龙里县
贵州黔兴禹龙工程建设有限公司, 2021-12-28,本科,4,水工设计员,本职位累积查看：6833 次,120000--300000  年薪,不限,贵州-黔西南布依族苗族自治州-兴义市
通号工程局集团建设工程有限公司贵州分公司, 2021-12-28,不限,2,人事专员,本职位累积查看：8108 次,40000--60000  年薪,不限,贵州-黔西南布依族苗族自治州
贵州光大远航测绘工程有限公司, 2021-12-28,本科,1,副总经理,本职位累积查看：1397 次,200000--400000  年薪,5-10 年,贵州-贵阳市-云岩区
中国平安人寿保险股份有限公司贵州分公司钻石营业区融升部, 2021-12-28,不限,5,产品讲师,本职位累积查看：1930 次,5000--15000  月薪,不限,贵州-贵阳市
中国水利水电第九工程局有限公司, 2021-12-28,本科,1,项目总工程师,本职位累积查看：1710 次,面议,不限,贵州-贵阳市-观山湖区
云南巨星注安师事务所有限公司贵州分公司, 2021-12-28,本科,3,安全评价师（采矿工程）,本职位累积查看：961 次,8000--12000  月薪,5年以上,贵州-贵阳市-观山湖区
贵州广辉建设（集团）有限公司, 2021-12-28,大专,1,安全员,本职位累积查看：1745 次,8000--12000  月薪,不限,贵州-贵安新区
重庆龙象合工程咨询有限公司贵州分公司, 2021-12-28,大专,若干,监理员,本职位累积查看：7454 次,4500--6000  月薪,4年以上,贵州-遵义市
贵州省邮电规划设计院有限公司, 2021-12-28,不限,5,信息化设计工程师,本职位累积查看：11588 次,4000--6000  月薪,不限,贵州-贵阳市-云岩区
贵州千山万水环保科技有限公司, 2021-12-28,大专,1,填写报告人员,本职位累积查看：8410 次,3000以上  月薪,不限,贵州-贵阳市-观山湖区
燕京啤酒（贵州）有限公司, 2021-12-28,大专,若干,贵州六盘水办管培生,本职位累积查看：1098 次,5000--10000  月薪,不限,贵州-六盘水市-盘州市
贵州天诚卓越建筑工程有限公司, 2021-12-28,不限,若干,寻贵州省内八大员各专业 兼职挂,本职位累积查看：628 次,1000--30000  月薪,不限,贵州-贵阳市-南明区
贵州融合利丰供应链管理有限公司, 2021-12-28,本科,1,行政专员,本职位累积查看：106 次,4000--6000  月薪,1-3 年,贵州-贵阳市-观山湖区
贵州新西南教育发展有限公司, 2021-12-28,大专,3,前台客服专员,本职位累积查看：5835 次,3000--5000  月薪,不限,贵州-贵阳市-云岩区
贵州领中空间科技有限公司, 2021-12-28,大专,3,测绘部房产测绘组长,本职位累积查看：21511 次,6000--10000  月薪,3-5 年,贵州-贵阳市-南明区
北京兴国建通消防科技有限公司贵州分公司, 2021-12-28,大专,1,会计,本职位累积查看：1227 次,3000--5000  月薪,1-3 年,贵州-贵阳市-观山湖区
贵州新发展生态工程咨询有限公司, 2021-12-28,不限,2,投标专员,本职位累积查看：1130 次,4500--10000  月薪,1-2 年,贵州-贵阳市-观山湖区
贵州麒龙房地产开发集团有限公司, 2021-12-28,中专,若干,置业顾问,本职位累积查看：537 次,3000--4500  月薪,3年以上,贵州-贵阳市-观山湖区
云上采大数据发展有限公司, 2021-12-28,本科,1,经理助理,本职位累积查看：192 次,50000--70000  年薪,不限,贵州-贵阳市-观山湖区
贵州省交通规划勘察设计研究院股份有限公司, 2021-12-28,本科,1,（社招）工程造价,本职位累积查看：261 次,6000--8000  月薪,2年以上,贵州-贵阳市-观山湖区
贵州智联时代科技有限公司, 2021-12-28,不限,1,商务助理,本职位累积查看：2159 次,3000--5000  月薪,不限,贵州-贵阳市-南明区
贵州天诚卓越建筑工程有限公司, 2021-12-28,不限,若干,寻贵州省内八大员各专业 兼职挂,本职位累积查看：645 次,1000--10000  月薪,不限,贵州-贵阳市-南明区
燕京啤酒（贵州）有限公司, 2021-12-28,不限,若干,销售主管,本职位累积查看：2041 次,4000--10000  月薪,不限,贵州-毕节地区-毕节市
中勤万信会计师事务所（特殊普通合伙）贵州分所, 2021-12-28,不限,1,行政经理、主管,本职位累积查看：569 次,4000--10000  月薪,2年以上,贵州-贵阳市-观山湖区
贵州福麟矿业有限公司, 2021-12-28,本科,1,人力资源管理员（招聘、培训专员）,本职位累积查看：317 次,4500--8000  月薪,3年以上,贵州-黔南布依族苗族自治州-福泉市
燕京啤酒（贵州）有限公司, 2021-12-28,不限,若干,销售主管,本职位累积查看：3192 次,4000--6000  月薪,不限,贵州-贵阳市
燕京啤酒（贵州）有限公司, 2021-12-28,不限,若干,办事处文员,本职位累积查看：7945 次,2500--4300  月薪,1年,贵州-贵阳市-白云区
贵州睿豪华展科技有限公司, 2021-12-28,不限,若干,中国电信运营商城管理员,本职位累积查看：827 次,5000--12000  月薪,不限,贵州-贵阳市
贵阳苏宁易购销售有限公司, 2021-12-28,大专,若干,片区经理/开店店长,本职位累积查看：1014 次,5000--12000  月薪,1-3 年,贵州-黔西南布依族苗族自治州-兴义市
贵阳云海岩土工程有限公司, 2021-12-28,不限,5,勘察技术与工程(研究生优先),本职位累积查看：6493 次,6000--10000  月薪,不限,贵州-贵阳市-云岩区
贵州同济规划设计研究院有限公司, 2021-12-28,不限,若干,土地确权项目经理,本职位累积查看：14700 次,9000以上  月薪,不限,贵州-贵阳市
中国水利水电第九工程局有限公司, 2021-12-28,本科,1,地质专业设计人员,本职位累积查看：979 次,5000以上  月薪,3年以上,贵州-贵阳市-观山湖区
贵州益佰制药股份有限公司, 2021-12-28,不限,10,民族药业-生产部-操作工,本职位累积查看：4784 次,2500--3000  月薪,不限,贵州-贵阳市-花溪区
通号工程局集团建设工程有限公司贵州分公司, 2021-12-28,不限,3,栋号长,本职位累积查看：8068 次,80000--130000  年薪,不限,贵州-黔西南布依族苗族自治州
贵阳云岩向阳金灿食品经营部, 2021-12-28,大专,2,电工,本职位累积查看：3496 次,3100以上  月薪,不限,贵州-贵阳市-云岩区
泰康人寿保险有限责任公司贵州分公司, 2021-12-28,本科,若干,组训,本职位累积查看：303 次,5000--10000  月薪,1-3 年,贵州-毕节地区
燕京啤酒（贵州）有限公司, 2021-12-28,大专,若干,贵州六盘水办管培生,本职位累积查看：1043 次,5000--10000  月薪,不限,贵州-毕节地区-织金县
贵州圣威源建设工程有限公司, 2021-12-28,不限,1,总工程师（水利工程/电力工程）,本职位累积查看：15425 次,12000--20000  月薪,不限,贵州-贵阳市-观山湖区
中国水利水电第九工程局有限公司, 2021-12-28,不限,30,技术员,本职位累积查看：478 次,面议,不限,
贵州明黔恒餐饮管理有限公司, 2021-12-28,本科,1,财务总监,本职位累积查看：7 次,面议,5年以上,贵州-黔东南苗族侗族自治州-岑巩县
贵阳兆明羊城西饼食品有限公司, 2021-12-28,本科,2,质检员,本职位累积查看：1995 次,3000--5000  月薪,不限,贵州-贵阳市-南明区
贵阳达亨恒企会计咨询有限公司, 2021-12-28,不限,若干,文员,本职位累积查看：818 次,4000--6000  月薪,不限,贵州-贵阳市-云岩区
贵州骁腾集团股份有限公司, 2021-12-28,不限,若干,招商经理,本职位累积查看：11019 次,200000--600000  年薪,5年以下,贵州-贵阳市-观山湖区
平安普惠融资担保有限公司贵州分公司, 2021-12-28,本科,若干,寿险渠道专员,本职位累积查看：3649 次,6000--10000  月薪,1-3 年,贵州-贵阳市-南明区
盘州市贵仁农业科技开发有限公司, 2021-12-28,大专,1,产品经理,本职位累积查看：5360 次,8000--20000  月薪,3-5 年,贵州-六盘水市-盘州市
中国建筑西南设计研究院有限公司贵州分院, 2021-12-28,本科,5,建筑师,本职位累积查看：725 次,6000--8000  月薪,1-3 年,山东-济南市
北京华胜天成科技股份有限公司, 2021-12-28,不限,3,网络工程师,本职位累积查看：51 次,4000--8000  月薪,不限,贵州-贵阳市
贵州博润投资（控股）股份有限公司, 2021-12-28,大专,1,预算员（电力工程）,本职位累积查看：861 次,4000--6000  月薪,2-5 年,贵州-贵阳市-清镇市
中国平安人寿保险股份有限公司贵州分公司, 2021-12-28,本科,若干,B超医师岗,本职位累积查看：508 次,6000--12000  月薪,不限,贵州-贵阳市-南明区
贵州福麟矿业有限公司, 2021-12-28,本科,1,安全管理员,本职位累积查看：355 次,5000--12000  月薪,2年以上,贵州-黔南布依族苗族自治州-福泉市
贵州睿豪华展科技有限公司, 2021-12-28,不限,5,中国电信开渠经理,本职位累积查看：256 次,3500--10000  月薪,1-3 年,贵州-贵阳市-南明区
贵州天忆实业有限公司, 2021-12-28,高中,若干,殡仪馆火化员,本职位累积查看：603 次,3000--8000  月薪,3年以上,贵州-安顺市-平坝县
贵州聚源项目咨询有限公司, 2021-12-28,大专,5,设计人员,本职位累积查看：12930 次,3000--6000  月薪,1-3 年,贵州-贵阳市-观山湖区
贵州聚源项目咨询有限公司, 2021-12-28,大专,3,水工设计,本职位累积查看：20928 次,面议,2-3 年,贵州-贵阳市-观山湖区
华润水泥（安顺）有限公司, 2021-12-28,不限,110,运维工,本职位累积查看：8875 次,面议,不限,贵州-安顺市
成都旺旺食品有限公司贵阳分公司, 2021-12-28,不限,若干,销售主管（安顺）,本职位累积查看：1201 次,5000--10000  月薪,不限,贵州-安顺市
贵州菁瑞健身管理有限公司, 2021-12-28,不限,15,急聘健身教练,本职位累积查看：1588 次,6000--12000  月薪,不限,贵州-黔东南苗族侗族自治州-榕江县
贵州昊诚电力实业有限公司（都匀）, 2021-12-28,不限,20,高压电工团队,本职位累积查看：5524 次,面议,1-10 年,贵州-黔南布依族苗族自治州-都匀市
贵州智诚企业集团投资有限公司, 2021-12-28,大专,3,网络信息主管,本职位累积查看：12028 次,4000以上  月薪,3年以上,贵州-贵阳市-云岩区
贵州立爱生物科技有限公司, 2021-12-28,不限,若干,设备维修工操作工,本职位累积查看：634 次,3000--5000  月薪,3-5 年,贵州-黔南布依族苗族自治州-惠水县
贵州华龙电子设备有限公司, 2021-12-28,不限,1,机械设计,本职位累积查看：3259 次,4000--12000  月薪,1年以上,贵州-贵阳市
贵州顺成劳务管理有限公司, 2021-12-28,初中,3,服务员,本职位累积查看：674 次,3000--4000  月薪,2年以上,贵州-贵阳市-南明区
贵州省水利水电工程咨询有限责任公司, 2021-12-28,本科,1,党务工作岗,本职位累积查看：702 次,3000--5000  月薪,不限,贵州-贵阳市
贵州高峰石油机械股份有限公司, 2021-12-28,硕士,1,信息化管理员,本职位累积查看：174 次,8000--15000  月薪,3年以下,贵州-贵阳市-观山湖区
贵州原品饰家装饰工程有限公司, 2021-12-28,不限,50,市场营销,本职位累积查看：11 次,8000--20000  月薪,不限,贵州-贵阳市
贵州星华置业有限公司, 2021-12-28,不限,1,土建工程师,本职位累积查看：2252 次,8000--15000  月薪,3年以上,贵州-贵阳市
贵阳川州建筑工程有限公司, 2021-12-28,中专,2,建筑工程资料员,本职位累积查看：23488 次,4000--8000  月薪,不限,贵州-贵阳市-云岩区
贵州新阳光项目管理有限公司, 2021-12-28,本科,若干,行政综合（一）,本职位累积查看：3929 次,4500--5960  月薪,1年以上,贵州-贵阳市-观山湖区
贵州圣威源建设工程有限公司, 2021-12-28,不限,若干,工程部：资料员（水利工程/电力工程/建筑工程）,本职位累积查看：15602 次,4000--8000  月薪,不限,贵州-贵阳市-观山湖区
贵州燃气热力设计有限责任公司, 2021-12-28,不限,1,注册二级结构师,本职位累积查看：2718 次,面议,不限,贵州-贵阳市
贵州科伦医药贸易有限公司, 2021-12-28,不限,若干,商务经理,本职位累积查看：50 次,面议,不限,贵州-贵阳市-南明区
贵州立达工程项目管理有限责任公司, 2021-12-28,不限,1,资料员,本职位累积查看：11916 次,面议,不限,贵州-贵阳市
贵州中投腾达置业有限公司, 2021-12-28,中专,4,客服专员,本职位累积查看：4024 次,3000--4000  月薪,不限,贵州-黔南布依族苗族自治州-龙里县
贵州省蓝之灵山地特色农业产业开发有限公司, 2021-12-28,中专,若干,养蜂管理员,本职位累积查看：156 次,4300--5000  月薪,不限,贵州-黔东南苗族侗族自治州-麻江县
贵州中瑞鸿翔会计师事务所有限公司, 2021-12-28,大专,1,行政专员（急招）,本职位累积查看：3929 次,2500--4000  月薪,1年以上,贵州-贵阳市-云岩区
贵阳喜来登贵航酒店, 2021-12-28,不限,1,楼层主管,本职位累积查看：5873 次,3300--4000  月薪,4年以上,贵州-贵阳市
贵州骁腾集团股份有限公司, 2021-12-28,大专,若干,美工,本职位累积查看：11611 次,200000--600000  年薪,5年以下,贵州-贵阳市-观山湖区
中企动力科技股份有限公司贵阳分公司, 2021-12-28,不限,6,销售管培生,本职位累积查看：2358 次,5000--8000  月薪,不限,贵州-贵阳市
贵州省开投建设工程有限公司, 2021-12-28,不限,2,实习生（技术）,本职位累积查看：704 次,2500  月薪,不限,陕西-西安市
贵州升钻源商贸有限责任公司, 2021-12-28,不限,3,区域销售（贵州片区）,本职位累积查看：2472 次,5000--10000  月薪,25-38 年,贵州-贵阳市
贵州睿豪华展科技有限公司, 2021-12-28,不限,若干,中国电信开渠经理,本职位累积查看：275 次,5000--12000  月薪,不限,贵州-贵阳市-观山湖区
贵州省中福建筑装饰工程有限责任公司, 2021-12-28,不限,若干,储备干部,本职位累积查看：9 次,5000--8000  月薪,不限,贵州-贵阳市
贵州银雁科技服务有限公司, 2021-12-28,本科,2,银行市场经理助理（J002154）,本职位累积查看：1546 次,4000--6000  月薪,1-2 年,贵州-遵义市
贵州银雁科技服务有限公司, 2021-12-28,大专,2,项目经理J000836,本职位累积查看：897 次,5000--7000  月薪,1-3 年,贵州-贵阳市-观山湖区
贵州天诚卓越建筑工程有限公司, 2021-12-28,不限,若干,我单位找二级建造师各专业兼职，,本职位累积查看：987 次,10000--30000  月薪,不限,贵州-贵阳市-南明区
中勤万信会计师事务所（特殊普通合伙）贵州分所, 2021-12-28,不限,若干,质量控制经理,本职位累积查看：501 次,35000以上  年薪,不限,贵州-贵阳市-观山湖区
中国电建贵阳院生态与环境工程院, 2021-12-28,本科,3,水土保持方案编制,本职位累积查看：3879 次,3000--9000  月薪,不限,贵州-贵阳市-观山湖区
贵州同济规划设计研究院有限公司, 2021-12-28,不限,若干,建筑设计,本职位累积查看：15204 次,6000以上  月薪,不限,贵州-贵阳市
解放军第九二五医院, 2021-12-28,大专,2,耳鼻喉科医师,本职位累积查看：602 次,5000--10000  月薪,不限,贵州-贵阳市-花溪区
云南巨星注安师事务所有限公司贵州分公司, 2021-12-28,本科,2,安全评价师（机械制造及其自动化）,本职位累积查看：1017 次,8000--12000  月薪,5年以上,贵州-贵阳市-观山湖区
泰康人寿-郑家琪, 2021-12-28,大专,3,客服专员,本职位累积查看：2514 次,5000以下  月薪,不限,贵州-贵阳市-云岩区
贵州麒龙房地产开发集团有限公司, 2021-12-28,大专,1,新项目公司-精装修工程部经理,本职位累积查看：1575 次,15000--25000  月薪,5-10 年,贵州-贵阳市-观山湖区
贵州天瀑房地产开发有限公司, 2021-12-28,大专,1,办公室主任,本职位累积查看：6504 次,4000--7000  月薪,3年以上,贵州-安顺市-镇宁布依族苗族自治县
贵州海纳黔川实业发展有限公司, 2021-12-28,不限,若干,营销主管,本职位累积查看：109 次,4000--8000  月薪,1-3 年,贵州-贵阳市-南明区
中国人寿保险股份公司贵阳公司-龙海, 2021-12-28,不限,6,收展主管,本职位累积查看：178 次,2000--6000  月薪,3年以下,贵州-贵阳市-南明区
贵州博润投资（控股）股份有限公司, 2021-12-28,大专,2,安全员,本职位累积查看：797 次,4000--8000  月薪,2-5 年,贵州-毕节地区-金沙县
贵州耐一投资集团, 2021-12-28,大专,1,专监（机电安装）,本职位累积查看：250 次,4000--8000  月薪,5年以上,贵州-贵阳市-云岩区
七冶金海建设有限责任公司, 2021-12-28,不限,1,资料员,本职位累积查看：158 次,8000--10000  月薪,不限,贵州-黔南布依族苗族自治州-贵定县
贵州新黔瑞企业管理咨询有限公司, 2021-12-28,不限,2,保安,本职位累积查看：897 次,1790--3000  月薪,不限,贵州-贵阳市-南明区
贵州川恒化工股份有限公司, 2021-12-28,本科,1,电气工程师,本职位累积查看：442 次,300000以下  年薪,3年以上,贵州-黔南布依族苗族自治州-福泉市
贵州领中空间科技有限公司, 2021-12-28,中专,10,测绘部技术员,本职位累积查看：23204 次,3000--5000  月薪,1-3 年,贵州-贵阳市-南明区
阳光财产保险股份有限公司贵阳中心支公司, 2021-12-28,不限,若干,话务专员（法定假日双休）,本职位累积查看：1309 次,4000--8000  月薪,不限,贵州-贵阳市-云岩区
贵州新三荣包装印务有限公司, 2021-12-28,不限,若干,印刷生产工艺主管,本职位累积查看：818 次,4000--8000  月薪,6-7 年,贵州-黔南布依族苗族自治州-龙里县
贵州合聚汇通装饰安装有限公司, 2021-12-28,大专,3,家电销售顾问,本职位累积查看：271 次,3000--10000  月薪,1-3 年,贵州-贵阳市-白云区
贵州立爱生物科技有限公司, 2021-12-28,大专,1,食品生产组长,本职位累积查看：600 次,2500--4000  月薪,不限,贵州-黔南布依族苗族自治州-惠水县
贵州省开投建设工程有限公司, 2021-12-28,大专,2,水利技术总工,本职位累积查看：7750 次,面议,不限,贵州-遵义市-赤水市
贵州星华置业有限公司, 2021-12-28,不限,1,工程总监,本职位累积查看：1020 次,28000--30000  月薪,8年以上,贵州-黔南布依族苗族自治州-龙里县
贵州百灵企业集团和仁堂药业有限公司, 2021-12-28,高中,2,设备维修,本职位累积查看：2719 次,3600--5500  月薪,1年以上,贵州-贵阳市-修文县
贵州川恒化工股份有限公司, 2021-12-28,本科,2,安全环保工程师,本职位累积查看：452 次,300000以下  年薪,3年以上,贵州-黔南布依族苗族自治州-福泉市
贵州杰龙地理信息科技有限公司, 2021-12-28,本科,2,预审报件,本职位累积查看：2896 次,80000--200000  年薪,不限,贵州-贵阳市-观山湖区
中铁贵州旅游文化发展有限公司, 2021-12-28,本科,若干,学校财务总监,本职位累积查看：1165 次,15000--20000  月薪,2年以上,贵州-贵阳市
贵州菁瑞健身管理有限公司, 2021-12-28,不限,若干,贵州省专业健身教练,本职位累积查看：482 次,6000--10000  月薪,不限,贵州-毕节地区-毕节市
贵州天忆实业有限公司, 2021-12-28,大专,若干,成本会计,本职位累积查看：927 次,3500以上  月薪,1年以上,贵州-安顺市-平坝县
中国人寿保险股份有限公司贵阳收展公司售后服务部曾倩倩, 2021-12-28,大专,若干,销售经理,本职位累积查看：1458 次,面议,不限,贵州-贵阳市-南明区
广州天力物业发展有限公司贵阳分公司, 2021-12-28,本科,若干,客户服务[只招应届毕业生],本职位累积查看：820 次,8000--10000  月薪,不限,贵州-黔东南苗族侗族自治州
贵州天忆实业有限公司, 2021-12-28,不限,若干,园区管理经理,本职位累积查看：927 次,5000--10000  月薪,5年以上,贵州-安顺市-平坝县
贵州睿豪华展科技有限公司, 2021-12-28,中专,若干,开阳电信5G宽带推广员,本职位累积查看：162 次,5000--12000  月薪,1-3 年,贵州-贵阳市-开阳县
贵州格瑞特新材料有限公司, 2021-12-28,不限,若干,上市公司诚招工艺技术员（五险一金）,本职位累积查看：937 次,3500--5000  月薪,不限,贵州-铜仁地区-玉屏侗族自治县
贵州中诺教育, 2021-12-28,本科,40,高中各科目教师,本职位累积查看：5931 次,3000--8000  月薪,不限,贵州-黔西南布依族苗族自治州
贵州鲲诚工程咨询有限公司, 2021-12-28,不限,5,公路造价人员,本职位累积查看：4295 次,4000以上  月薪,不限,贵州-贵阳市
保利贵州物业管理有限公司, 2021-12-28,大专,2,项目拓展主管,本职位累积查看：512 次,6000--8000  月薪,3年以上,贵州-贵阳市-南明区
中国水利水电第九工程局有限公司, 2021-12-28,本科,2,英语翻译类,本职位累积查看：350 次,面议,2年以上,国外-非洲
贵州菁瑞健身管理有限公司, 2021-12-28,不限,8,健身学徒包住宿,本职位累积查看：1170 次,4000--6000  月薪,不限,贵州-贵阳市-观山湖区
贵州中诺教育, 2021-12-28,本科,若干,初高中各科目教师,本职位累积查看：809 次,60000--100000  年薪,1年以上,贵州-六盘水市-钟山区
贵州新西南教育发展有限公司, 2021-12-28,本科,5,储备干部（运营管理方向）,本职位累积查看：4932 次,3000--15000  月薪,1年以上,贵州-贵阳市-云岩区
中国水利水电第九工程局有限公司, 2021-12-28,本科,1,西藏公司人力资源管理,本职位累积查看：2257 次,面议,不限,西藏-拉萨市
中铁贵州旅游文化发展有限公司, 2021-12-28,本科,1,规划设计总监,本职位累积查看：2491 次,300000--400000  年薪,10年以上,贵州-贵阳市
贵州楚盛专汽汽车销售有限公司, 2021-12-28,不限,若干,销售顾问,本职位累积查看：290 次,3000--8000  月薪,不限,贵州-贵阳市-花溪区
安顺市百年婚宴有限公司, 2021-12-28,大专,2,人事招聘经理,本职位累积查看：324 次,4000--5000  月薪,1-3 年,贵州-安顺市-西秀区
中国水利水电第九工程局有限公司, 2021-12-28,不限,2,工程测量类,本职位累积查看：67 次,4000--8000  月薪,不限,国外-非洲
CBC(北京）信用管理有限公司贵州分公司, 2021-12-28,不限,1,人事专员,本职位累积查看：106 次,5000--8000  月薪,1年以上,湖南-长沙市
江西同济建设项目管理股份有限公司, 2021-12-28,不限,12,房建专业监理工程师,本职位累积查看：900 次,5000以上  月薪,3年以上,贵州-黔南布依族苗族自治州-福泉市
贵州南方卓越投资运营管理（集团）有限公司, 2021-12-28,本科,2,市场拓展,本职位累积查看：963 次,4000--8000  月薪,1年以上,贵州-贵阳市-观山湖区
惠水东方希望畜牧有限公司, 2021-12-28,大专,1,兽医技术员-永平畜牧,本职位累积查看：368 次,7000--10000  月薪,3-5 年,云南-大理白族自治州
贵州光大远航测绘工程有限公司, 2021-12-28,本科,3,规划工程师,本职位累积查看：2806 次,80000--150000  年薪,3-5 年,贵州-贵阳市-云岩区
贵州民投集团, 2021-12-28,不限,1,民投林业集团榕江公司总经理,本职位累积查看：520 次,1000--20000  月薪,3年以上,贵州-黔东南苗族侗族自治州-榕江县
贵州宜辰建筑工程有限公司, 2021-12-28,本科,2,安全员,本职位累积查看：899 次,6000--8000  月薪,1-3 年,贵州-铜仁地区-铜仁市
贵州中伟资源循环产业发展有限公司, 2021-12-28,不限,10,电工,本职位累积查看：2139 次,4000--6000  月薪,1年以上,贵州-铜仁地区-玉屏侗族自治县
北京中天华资产评估有限责任公司贵州分公司, 2021-12-28,本科,2,评估助理,本职位累积查看：2759 次,70000--100000  年薪,不限,贵州-贵阳市-观山湖区
贵州西洋实业有限公司, 2021-12-28,大专,2,工务技术员,本职位累积查看：415 次,5000--7000  月薪,3年以上,贵州-贵阳市-息烽县
贵州中伟资源循环产业发展有限公司, 2021-12-28,本科,4,安全工程师,本职位累积查看：2193 次,8000--10000  月薪,3-8 年,贵州-铜仁地区-玉屏侗族自治县
贵州菁瑞健身管理有限公司, 2021-12-28,不限,10,私人教练+团操教练,本职位累积查看：1586 次,6000--12000  月薪,不限,贵州-铜仁地区-思南县
贵州格瑞特新材料有限公司, 2021-12-28,不限,3,上市公司诚招工艺技术员,本职位累积查看：1202 次,3500--4500  月薪,1-3 年,贵州-铜仁地区-玉屏侗族自治县
贵州立达工程项目管理有限责任公司, 2021-12-28,大专,5,精装修监理,本职位累积查看：5662 次,1500--4000  月薪,3-8 年,贵州-贵阳市
贵州凯瑞机械设备有限公司, 2021-12-28,不限,若干,机械制图员,本职位累积查看：1435 次,4000--6000  月薪,不限,贵州-黔东南苗族侗族自治州-台江县
贵州菁瑞健身管理有限公司, 2021-12-28,不限,10,私人教练+团操教练,本职位累积查看：1601 次,6000--12000  月薪,不限,贵州-铜仁地区-松桃苗族自治县
广州天力物业发展有限公司贵阳分公司, 2021-12-28,本科,若干,客户服务[只招应届毕业生],本职位累积查看：717 次,8000--10000  月薪,不限,云南-丽江市
贵州长生药业有限责任公司, 2021-12-28,大专,2,机械维修员,本职位累积查看：3234 次,3000以上  月薪,3年以上,贵州-贵阳市
贵州聚源项目咨询有限公司, 2021-12-28,本科,4,水工设计人员,本职位累积查看：5005 次,4000--15000  月薪,3-8 年,贵州-贵阳市-观山湖区
华蓝设计（集团）有限公司贵阳分公司, 2021-12-28,本科,2,建筑师,本职位累积查看：1393 次,5000--12000  月薪,不限,贵州-贵阳市-观山湖区
贵州菁瑞健身管理有限公司, 2021-12-28,不限,8,健身学徒包住宿,本职位累积查看：1104 次,4000--6000  月薪,不限,贵州-遵义市-凤冈县
阳光财产保险股份有限公司贵阳中心支公司, 2021-12-28,不限,若干,电话销售,本职位累积查看：1359 次,4000--8000  月薪,不限,贵州-遵义市-汇川区
贵州华龙电子设备有限公司, 2021-12-28,中技,10,装配钳工,本职位累积查看：3620 次,4000--6000  月薪,3-5 年,贵州-贵阳市
中铁贵州旅游文化发展有限公司, 2021-12-28,本科,3,土地管理经理/主管/专员,本职位累积查看：1692 次,100000--250000  年薪,不限,贵州-毕节地区-纳雍县
贵州水务股份有限公司, 2021-12-28,大专,1,子公司运营主管,本职位累积查看：574 次,5000--7000  月薪,4年以上,贵州-贵阳市-观山湖区
中企动力科技股份有限公司贵阳分公司, 2021-12-28,不限,10,互联网销售,本职位累积查看：2333 次,6000--12000  月薪,不限,贵州-贵阳市-云岩区
贵州西洋实业有限公司, 2021-12-28,中专,2,设备技术员,本职位累积查看：488 次,5000--7000  月薪,2年以上,贵州-贵阳市-息烽县
贵州菁瑞健身管理有限公司, 2021-12-28,不限,若干,退伍军人学习健身教练包安排工作,本职位累积查看：1314 次,8000--12000  月薪,不限,贵州-安顺市
贵州银雁科技服务有限公司, 2021-12-28,本科,5,大堂经理J000833（遵义）,本职位累积查看：840 次,3000--5000  月薪,1-2 年,贵州-遵义市
贵州华艾瑞生物科技有限公司, 2021-12-28,本科,2,法医物证司法鉴定人/鉴定助理,本职位累积查看：196 次,4000--5000  月薪,3-5 年,贵州-贵阳市
七冶金海建设有限责任公司, 2021-12-28,本科,1,七冶金海建设有限责任公司,本职位累积查看：587 次,4000--5000  月薪,不限,贵州-黔南布依族苗族自治州
贵州协力启航科技有限公司, 2021-12-28,中技,10,数控立车工,本职位累积查看：4783 次,4500--8000  月薪,2-5 年,贵州-安顺市-平坝县
贵州中诺教育, 2021-12-28,本科,40,高中各科目教师,本职位累积查看：4652 次,3500--8000  月薪,不限,贵州-遵义市-仁怀市
中牌工程项目管理有限公司, 2021-12-28,大专,1,暖通工程师（中级职称）,本职位累积查看：557 次,200000--300000  年薪,10年,贵州-贵阳市-云岩区
贵州菁瑞健身管理有限公司, 2021-12-28,不限,3,健身学徒会籍,本职位累积查看：568 次,7000--14000  月薪,不限,贵州-黔西南布依族苗族自治州
贵州广辉建设（集团）有限公司, 2021-12-28,大专,1,水电安装施工员,本职位累积查看：1582 次,9000--12000  月薪,不限,贵州-贵安新区
贵州昊诚电力实业有限公司（都匀）, 2021-12-28,不限,10,配电柜安装工,本职位累积查看：6457 次,6000--8000  月薪,3-5 年,贵州-黔南布依族苗族自治州-都匀市
